"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
7.32E-05,in pure solvent,15,H2O,,,,"Blyshak, Lisa A.;?Dodson, Karen Y.;?Patonay, Gabor;?Warner, Isiah M.;?May, Willie E.[Analytical Chemistry,?1989, vol. 61, # 9, p. 955 - 960]"
,,,,,,,Full Text
,,,,,,,Cited 70 timesDetailsAbstract
0.000128,in pure solvent,25,H2O,,,,"Blyshak, Lisa A.;?Dodson, Karen Y.;?Patonay, Gabor;?Warner, Isiah M.;?May, Willie E.[Analytical Chemistry,?1989, vol. 61, # 9, p. 955 - 960]"
,,,,,,,Full Text
,,,,,,,Cited 70 timesDetailsAbstract
0.000135,in pure solvent,25,H2O,,,,"Blyshak, Lisa A.;?Dodson, Karen Y.;?Patonay, Gabor;?Warner, Isiah M.;?May, Willie E.[Analytical Chemistry,?1989, vol. 61, # 9, p. 955 - 960]"
,,,,,,,Full Text
,,,,,,,Cited 70 timesDetailsAbstract
0.0002,in pure solvent,35,H2O,,,,"Blyshak, Lisa A.;?Dodson, Karen Y.;?Patonay, Gabor;?Warner, Isiah M.;?May, Willie E.[Analytical Chemistry,?1989, vol. 61, # 9, p. 955 - 960]"
,,,,,,,Full Text
,,,,,,,Cited 70 timesDetailsAbstract
0.000162,in pure solvent,19.9,H2O,,,,"Diederich, Francois;?Dick, Klaus[Journal of the American Chemical Society,?1984, vol. 106, # 26, p. 8024 - 8036]"
,,,,,,,Full Text
,,,,,,,Cited 157 timesDetailsAbstract
0.000162,in pure solvent,21.9,H2O,,,,"Diederich, Francois;?Dick, Klaus[Journal of the American Chemical Society,?1984, vol. 106, # 26, p. 8024 - 8036]"
,,,,,,,Full Text
,,,,,,,Cited 157 timesDetailsAbstract
0.566,in pure solvent,29.9,D2O,,,,"Diederich, Francois;?Griebel, Dieter[Journal of the American Chemical Society,?1984, vol. 106, # 26, p. 8037 - 8046]"
,,,,,,,Full Text
,,,,,,,Cited 61 timesDetailsAbstract
,,,,,,in Wasser,"May et al.[Analytical Chemistry,?1978, vol. 50, p. 997,998, 999]"
,,,,,,,Full Text
,,,,,,,Cited 244 timesDetails
,,,,,,,"Schwarz[Journal of Chemical and Engineering Data,?1977, vol. 22, p. 273,275]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Loesl. in H2O,"Mackay;?Shiv[Journal of Chemical and Engineering Data,?1977, vol. 22, p. 399,400]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,H2O:,"Wauchope;?Getzen[Journal of Chemical and Engineering Data,?1972, vol. 17, p. 38]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Loeslichkeit in wss.,"Barone et al.[Journal of Physical Chemistry,?1967, vol. 71, p. 984]"
,,,,,,,Full Text
,,,,,,,Cited 26 timesDetails
,,,,,,in Tetramethylharnstoff,"Luettringhaus,A.;?Dirksen,H.-W.[Angewandte Chemie,?1963, vol. 75, p. 1059 - 1068]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in CCl4 zwischen 41-79grad (Tab.I),"McLaughlin;?Zainal[Journal of the Chemical Society,?1960, p. 2485,2486]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Abhangigkeit der Loeslichkeit in Py. von der Temperatur <20-75grad>; Bestimmung der Loesungsentropie aus d. Temperatur abhaengigkeit des Loesungspotentials,"Fortuin;?Dormans;?van Krevelen[Recueil des Travaux Chimiques des Pays-Bas,?1960, vol. 79, p. 587,589]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in Cyclohexan zwischen 21.8grad u. 49.1grad,"McLaughlin;?Zainal[Journal of the Chemical Society,?1960, p. 3854,3855]"
,,,,,,,Full Text
,,,,,,,Details
,,,benzene,,,at:32-85 degreeC.,"McLaughlin;?Zainal[Journal of the Chemical Society,?1959, p. 863,864]"
,,,,,,,Full Text
,,,,,,,Details
,,0,"BF3, alkali fluoride / HF",,,,"Mackor;?Hofstra[Recueil des Travaux Chimiques des Pays-Bas,?1956, vol. 75, p. 871,873, 876]"
,,,,,,,Full Text
,,,,,,,Details
,,16,acetic acid,,,,"Abe;?Nagai[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1952, vol. 55, p. 623][Chem.Abstr.,?1955, p. 2401]"
,,,,,,,Full Text
,,,,,,,Details
,,15,"ethanol, benzene",,,,"Abe;?Nagai[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1952, vol. 55, p. 623][Chem.Abstr.,?1955, p. 2401]"
,,,,,,,Full Text
,,,,,,,Details
0.000156,in solution,25,H2O,,,,"Klevens[Journal of Physical Chemistry,?1950, vol. 54, p. 283,285]"
,,,,,,,Full Text
,,,,,,,Details
0.000165,in solution,27,H2O,,,,"Davis;?Krahl;?Clowes[Journal of the American Chemical Society,?1942, vol. 64, p. 108]"
,,,,,,,Full Text
,,,,,,,Cited 75 timesDetails
,,16,ethanol,,,1.37 part(s) of substance.dissolves in:100 parts of solvent.,"v. Bechi[Chemische Berichte,?1879, vol. 12, p. 1978]"
,,,,,,,Full Text
,,,,,,,Details
,,,ethanol,,,3.08 part(s) of substance.dissolves in:100 parts of solvent.in boiling solvent.,"v. Bechi[Chemische Berichte,?1879, vol. 12, p. 1978]"
,,,,,,,Full Text
,,,,,,,Details
,,18,toluene,,,16.54 part(s) of substance.dissolves in:100 parts of solvent.,"v. Bechi[Chemische Berichte,?1879, vol. 12, p. 1978]"
,,,,,,,Full Text
,,,,,,,Details
